#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NS3_Pegivirus_i=21_n=21      -            629 MW655625.1           -           3899   2.3e-38  124.0   3.1   1   1     1e-38   3.8e-38  123.3   3.1    84   483  1690  2112  1643  2117 0.74 -
NS3_Hepacivirus_i=11_n=26    -            627 MW655625.1           -           3899   1.6e-36  118.0   4.4   1   1   6.5e-37   2.4e-36  117.4   4.4    49   482  1650  2113  1636  2120 0.74 -
NS4A_Pestivirus_i=29_n=21    -             64 MW655625.1           -           3899     1e-35  113.9   0.1   1   1   6.5e-36   2.4e-35  112.7   0.1     1    64  2273  2336  2273  2336 0.98 -
p7_Pestivirus_i=38_n=16      -             70 MW655625.1           -           3899   2.1e-30   96.7   2.6   1   1   5.7e-31   2.1e-30   96.7   2.6     2    70  1068  1136  1067  1136 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MW655625.1           -           3899   2.3e-30   97.5   0.0   1   1   1.1e-30     4e-30   96.7   0.0     1   472  2684  3159  2684  3172 0.79 -
NS2_Pestivirus_i=57_n=3      -            456 MW655625.1           -           3899   1.7e-24   78.5   1.4   1   1   4.7e-25   1.7e-24   78.5   1.4   199   456  1326  1589  1241  1589 0.77 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MW655625.1           -           3899   1.7e-22   71.6   0.2   1   1   8.7e-23   3.2e-22   70.7   0.2   110   474  1724  2104  1710  2125 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 MW655625.1           -           3899   3.4e-20   64.1   0.0   1   1   1.5e-20   5.5e-20   63.4   0.0    78   399  3381  3706  3336  3718 0.75 -
RdRp_Pegivirus_i=19_n=21     -            569 MW655625.1           -           3899     3e-16   51.0   0.0   1   1   1.4e-16   5.1e-16   50.2   0.0    43   410  3347  3745  3335  3759 0.73 -
RdRp_Orthoflavivirus_0_57    -            903 MW655625.1           -           3899   1.1e-09   29.0   0.1   1   1     7e-09   2.6e-08   24.5   0.1   534   797  3523  3760  3508  3766 0.83 -
NS5A_Pestivirus_i=61_n=2     -            220 MW655625.1           -           3899   6.8e-07   21.3   0.0   1   1   5.4e-07     2e-06   19.8   0.0    29   216  2712  2894  2685  2897 0.80 -
NS3_Pestivirus_i=20_n=21     -            683 MW528224.1           -           3899         0 1357.8   0.1   1   1         0         0 1356.3   0.1     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MW528224.1           -           3899         0 1323.3   0.2   1   1         0         0 1322.9   0.2     1   715  3180  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MW528224.1           -           3899  1.3e-241  794.6   0.0   1   1    5e-242  1.8e-241  794.1   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MW528224.1           -           3899  8.6e-220  722.1   3.5   1   1  3.5e-220  1.3e-219  721.5   3.5     8   454  1144  1589  1139  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MW528224.1           -           3899  1.6e-186  611.5   2.2   1   1  4.8e-187  1.8e-186  611.4   0.9     3   347  2339  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MW528224.1           -           3899  4.4e-167  548.3   1.6   1   1  2.1e-167  7.8e-167  547.5   1.6     4   373   696  1065   694  1066 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MW528224.1           -           3899   7.5e-77  249.0   0.1   1   1   3.8e-77   1.4e-76  248.1   0.1     1   168     1   168     1   168 1.00 -
E1_Pestivirus_i=27_n=21      -            198 MW528224.1           -           3899   1.7e-72  235.7   1.2   1   1     1e-72   3.8e-72  234.6   1.2    37   198   534   692   530   692 0.98 -
RNAse_Pestivirus_i=26_n=21   -            227 MW528224.1           -           3899   7.7e-65  211.0   8.4   1   1   4.4e-65   1.6e-64  209.9   8.4     1   105   271   375   271   379 0.98 -
C_Pestivirus_i=28_n=21       -            101 MW528224.1           -           3899   1.3e-47  152.2   7.0   1   1   7.7e-48   2.8e-47  151.2   7.0     4   100   173   269   167   270 0.93 -
NS3_Pegivirus_i=21_n=21      -            629 MW528224.1           -           3899   4.4e-38  123.1   3.7   1   1   1.9e-38   6.8e-38  122.4   3.7    99   483  1708  2112  1646  2117 0.77 -
NS4A_Pestivirus_i=29_n=21    -             64 MW528224.1           -           3899   5.7e-36  114.7   0.1   1   1   4.5e-36   1.7e-35  113.2   0.1     1    64  2273  2336  2273  2336 0.99 -
NS3_Hepacivirus_i=11_n=26    -            627 MW528224.1           -           3899   1.3e-35  115.0   4.5   1   1   5.3e-36   1.9e-35  114.4   4.5    47   482  1648  2113  1635  2120 0.74 -
NS5A_Pestivirus_i=58_n=3     -            487 MW528224.1           -           3899   7.9e-27   85.8   0.0   1   1     4e-27   1.5e-26   85.0   0.0     1   464  2684  3151  2684  3170 0.77 -
NS2_Pestivirus_i=57_n=3      -            456 MW528224.1           -           3899     4e-25   80.6   0.8   1   1   1.8e-25   6.6e-25   79.8   0.8   231   456  1360  1589  1289  1589 0.84 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MW528224.1           -           3899   3.5e-21   67.3   0.1   1   1   1.8e-21   6.5e-21   66.4   0.1   110   474  1724  2104  1707  2125 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 MW528224.1           -           3899     6e-20   63.3   0.0   1   1   2.6e-20   9.4e-20   62.7   0.0    79   399  3382  3706  3337  3719 0.76 -
RdRp_Pegivirus_i=19_n=21     -            569 MW528224.1           -           3899   2.5e-16   51.2   0.0   1   1   1.1e-16   4.2e-16   50.5   0.0    42   411  3346  3746  3334  3761 0.74 -
p7_Pestivirus_i=38_n=16      -             70 MW528224.1           -           3899   1.1e-14   46.4   0.3   1   1   2.9e-15   1.1e-14   46.4   0.3     2    70  1068  1136  1067  1136 0.98 -
RdRp_Orthoflavivirus_0_57    -            903 MW528224.1           -           3899   2.9e-08   24.3   0.0   1   1   1.9e-07     7e-07   19.7   0.0   535   797  3524  3760  3514  3766 0.81 -
NS5A_Pestivirus_i=61_n=2     -            220 MW528224.1           -           3899   6.5e-08   24.6   0.0   1   1   4.2e-08   1.5e-07   23.4   0.0    15   216  2695  2894  2685  2897 0.79 -
NS3_Pestivirus_i=20_n=21     -            683 MK775204.1           -           5069         0 2726.1   0.7   1   2         0         0 1361.8   0.1     1   683  1589  2271  1589  2271 1.00 -
NS3_Pestivirus_i=20_n=21     -            683 MK775204.1           -           5069         0 2726.1   0.7   2   2         0         0 1361.8   0.1     1   683  2760  3442  2760  3442 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MK775204.1           -           5069         0 1316.2   0.5   1   1         0         0 1315.8   0.5     1   716  4350  5065  4350  5066 1.00 -
NS4B_Pestivirus_i=23_n=21    -            347 MK775204.1           -           5069         0 1043.6  12.2   1   2    2e-133  6.9e-133  435.2   1.0     3   260  2338  2595  2336  2598 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MK775204.1           -           5069         0 1043.6  12.2   2   2  4.2e-188  1.5e-187  615.0   1.0     3   347  3509  3853  3507  3853 0.99 -
NS5A_Pestivirus_i=36_n=16    -            498 MK775204.1           -           5069  2.2e-246  810.4   0.0   1   1  9.5e-247  3.3e-246  809.8   0.0     1   498  3854  4349  3854  4349 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MK775204.1           -           5069  2.6e-224  737.0   6.9   1   1  6.1e-222  2.1e-221  727.4   4.4     5   454  1141  1588  1137  1588 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MK775204.1           -           5069  8.4e-177  580.3   1.5   1   1  4.4e-177  1.6e-176  579.5   1.5     3   373   695  1065   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MK775204.1           -           5069  1.6e-122  399.7   3.1   1   1  1.1e-122  3.8e-122  398.4   3.1     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MK775204.1           -           5069   2.5e-94  307.0   0.2   1   1   1.5e-94   5.3e-94  305.9   0.2     2   198   499   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MK775204.1           -           5069   1.3e-86  280.7   0.1   1   1   7.2e-87   2.5e-86  279.8   0.1     1   168     1   168     1   168 1.00 -
NS3_Pegivirus_i=21_n=21      -            629 MK775204.1           -           5069   2.8e-74  242.7  15.0   1   2   6.6e-39   2.3e-38  124.0   3.6    99   483  1707  2111  1646  2116 0.76 -
NS3_Pegivirus_i=21_n=21      -            629 MK775204.1           -           5069   2.8e-74  242.7  15.0   2   2   6.6e-39   2.3e-38  124.0   3.6    99   483  2878  3282  2817  3287 0.76 -
NS3_Hepacivirus_i=11_n=26    -            627 MK775204.1           -           5069   2.7e-71  232.8  17.5   1   2   1.9e-37   6.7e-37  119.2   4.8    46   482  1646  2112  1631  2119 0.75 -
NS3_Hepacivirus_i=11_n=26    -            627 MK775204.1           -           5069   2.7e-71  232.8  17.5   2   2   1.9e-37   6.7e-37  119.2   4.8    46   482  2817  3283  2802  3290 0.75 -
NS4A_Pestivirus_i=29_n=21    -             64 MK775204.1           -           5069   5.1e-71  227.0   1.5   1   2   6.6e-36   2.3e-35  112.8   0.1     1    64  2272  2335  2272  2335 0.98 -
NS4A_Pestivirus_i=29_n=21    -             64 MK775204.1           -           5069   5.1e-71  227.0   1.5   2   2   6.6e-36   2.3e-35  112.8   0.1     1    64  3443  3506  3443  3506 0.98 -
C_Pestivirus_i=28_n=21       -            101 MK775204.1           -           5069   9.6e-49  155.9   8.3   1   1     6e-49   2.1e-48  154.8   8.3     2   100   171   269   167   270 0.95 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MK775204.1           -           5069   9.1e-44  141.9   1.7   1   2   1.2e-22   4.3e-22   70.3   0.1   110   474  1723  2103  1705  2124 0.74 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MK775204.1           -           5069   9.1e-44  141.9   1.7   2   2   1.2e-22   4.3e-22   70.3   0.1   110   474  2894  3274  2876  3295 0.74 -
NS5A_Pestivirus_i=58_n=3     -            487 MK775204.1           -           5069   1.6e-35  114.5   0.0   1   1   7.2e-36   2.5e-35  113.9   0.0     1   472  3854  4329  3854  4349 0.78 -
Ubiquitin/ubiquitin-like     PF00240.30    72 MK775204.1           -           5069   4.8e-34  108.4   4.0   1   1   1.4e-33   4.8e-33  105.2   0.3     1    72  2686  2757  2686  2757 0.99 Ubiquitin family
p7_Pestivirus_i=38_n=16      -             70 MK775204.1           -           5069     4e-32  102.2   5.1   1   1   1.1e-32     4e-32  102.2   5.1     2    70  1068  1136  1067  1136 0.98 -
NS2_Pestivirus_i=57_n=3      -            456 MK775204.1           -           5069   3.4e-24   77.5   0.1   1   1   9.8e-25   3.4e-24   77.5   0.1   231   456  1359  1588  1337  1588 0.84 -
RdRp_Hepacivirus_i=10_n=26   -            594 MK775204.1           -           5069     7e-20   63.1   0.0   1   1   3.3e-20   1.1e-19   62.4   0.0    59   399  4532  4876  4498  4888 0.76 -
RdRp_Pegivirus_i=19_n=21     -            569 MK775204.1           -           5069     9e-15   46.1   0.0   1   1   4.4e-15   1.5e-14   45.3   0.0    43   411  4517  4916  4504  4930 0.72 -
NS5A_Pestivirus_i=61_n=2     -            220 MK775204.1           -           5069   1.3e-08   26.9   0.0   1   1   7.7e-09   2.7e-08   25.9   0.0    20   216  3870  4064  3855  4067 0.81 -
RdRp_Orthoflavivirus_0_57    -            903 MK775204.1           -           5069   1.7e-08   25.1   0.0   1   1   8.5e-08     3e-07   20.9   0.0   534   798  4693  4931  4678  4937 0.82 -
NS3_Pestivirus_i=20_n=21     -            683 MK509773.1           -           3911         0 1364.3   0.0   1   1         0         0 1363.0   0.1     1   683  1602  2284  1602  2284 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MK509773.1           -           3911         0 1327.9   0.8   1   1         0         0 1327.4   0.8     1   715  3192  3906  3192  3908 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MK509773.1           -           3911  1.3e-250  824.3   0.0   1   1  5.1e-251  1.9e-250  823.8   0.0     1   498  2696  3191  2696  3191 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MK509773.1           -           3911  6.7e-223  732.4   3.9   1   1  2.7e-223  9.9e-223  731.8   3.9     5   454  1141  1601  1137  1601 0.98 -
NS4B_Pestivirus_i=23_n=21    -            347 MK509773.1           -           3911  2.3e-186  611.0   0.8   1   1  6.3e-187  2.3e-186  611.0   0.8     2   347  2350  2695  2349  2695 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MK509773.1           -           3911    1e-175  576.8   1.5   1   1  5.6e-176  2.1e-175  575.8   1.5     2   373   694  1065   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MK509773.1           -           3911    5e-121  394.8   2.3   1   1  1.4e-121    5e-121  394.8   2.3     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MK509773.1           -           3911   9.9e-96  311.5   0.4   1   1   5.4e-96     2e-95  310.6   0.4     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MK509773.1           -           3911   1.8e-86  280.3   0.1   1   1   9.2e-87   3.4e-86  279.4   0.1     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MK509773.1           -           3911   2.7e-48  154.5   9.1   1   1   1.7e-48   6.1e-48  153.3   9.1     2   100   171   269   168   270 0.96 -
NS3_Pegivirus_i=21_n=21      -            629 MK509773.1           -           3911   2.6e-38  123.8   3.4   1   1   1.2e-38   4.2e-38  123.1   3.4    99   483  1720  2124  1659  2129 0.76 -
NS3_Hepacivirus_i=11_n=26    -            627 MK509773.1           -           3911   7.6e-37  119.0   4.8   1   1   3.2e-37   1.2e-36  118.4   4.8    46   482  1659  2125  1644  2132 0.76 -
NS4A_Pestivirus_i=29_n=21    -             64 MK509773.1           -           3911   1.1e-35  113.9   0.2   1   1   6.5e-36   2.4e-35  112.7   0.2     1    64  2285  2348  2285  2348 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MK509773.1           -           3911   3.2e-33  106.9   0.0   1   1   1.6e-33   5.8e-33  106.1   0.0     1   464  2696  3163  2696  3184 0.79 -
p7_Pestivirus_i=38_n=16      -             70 MK509773.1           -           3911   1.3e-32  103.7   3.7   1   1   3.6e-33   1.3e-32  103.7   3.7     2    70  1068  1136  1067  1136 0.98 -
NS2_Pestivirus_i=57_n=3      -            456 MK509773.1           -           3911   5.2e-24   76.9   0.1   1   1   1.4e-24   5.2e-24   76.9   0.1   220   456  1361  1601  1343  1601 0.83 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MK509773.1           -           3911   1.8e-22   71.5   0.1   1   1   9.4e-23   3.4e-22   70.6   0.1   110   474  1736  2116  1719  2137 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 MK509773.1           -           3911   2.7e-20   64.4   0.0   1   1   1.2e-20   4.4e-20   63.7   0.0    84   399  3399  3718  3345  3731 0.77 -
RdRp_Pegivirus_i=19_n=21     -            569 MK509773.1           -           3911   4.2e-16   50.5   0.0   1   1     2e-16   7.3e-16   49.7   0.0    43   411  3359  3758  3347  3772 0.73 -
NS5A_Pestivirus_i=61_n=2     -            220 MK509773.1           -           3911   8.6e-09   27.5   0.1   1   1   4.5e-09   1.7e-08   26.5   0.1    26   216  2721  2906  2697  2909 0.82 -
RdRp_Orthoflavivirus_0_57    -            903 MK509773.1           -           3911   1.3e-08   25.4   0.0   1   1   8.6e-08   3.1e-07   20.9   0.0   535   797  3536  3772  3525  3778 0.81 -
NS3_Pestivirus_i=20_n=21     -            683 MK102095.1           -           3899         0 1363.1   0.3   1   1         0         0 1361.0   0.2     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MK102095.1           -           3899         0 1309.8   0.4   1   1         0         0 1309.4   0.4     2   715  3181  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MK102095.1           -           3899  5.2e-239  786.0   0.0   1   1    2e-239  7.5e-239  785.5   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MK102095.1           -           3899  9.6e-222  728.6   3.8   1   1    4e-222  1.5e-221  728.0   3.8     4   454  1140  1589  1137  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MK102095.1           -           3899  5.6e-187  613.1   0.9   1   1  1.5e-187  5.6e-187  613.1   0.9     3   347  2339  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MK102095.1           -           3899  4.9e-174  571.2   2.7   1   1  1.3e-174  4.9e-174  571.2   2.7     3   372   695  1064   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MK102095.1           -           3899  2.7e-121  395.6   3.2   1   1  1.4e-121  5.3e-121  394.7   3.2     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MK102095.1           -           3899   3.3e-94  306.6   0.4   1   1   2.2e-94   7.9e-94  305.3   0.4     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MK102095.1           -           3899   3.9e-85  275.9   0.1   1   1   2.1e-85   7.7e-85  275.0   0.1     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MK102095.1           -           3899   2.2e-48  154.7   6.8   1   1   1.4e-48     5e-48  153.6   6.8     4   100   173   269   167   270 0.93 -
NS3_Pegivirus_i=21_n=21      -            629 MK102095.1           -           3899     1e-37  121.9   4.1   1   1   4.5e-38   1.6e-37  121.2   4.1    99   483  1708  2112  1648  2117 0.76 -
NS3_Hepacivirus_i=11_n=26    -            627 MK102095.1           -           3899   6.8e-36  115.9   5.1   1   1   2.9e-36   1.1e-35  115.2   5.1    46   482  1647  2113  1634  2120 0.76 -
NS4A_Pestivirus_i=29_n=21    -             64 MK102095.1           -           3899   1.4e-35  113.5   0.1   1   1   8.4e-36   3.1e-35  112.4   0.1     1    64  2273  2336  2273  2336 0.98 -
p7_Pestivirus_i=38_n=16      -             70 MK102095.1           -           3899   4.5e-32  102.0   4.7   1   1   1.2e-32   4.5e-32  102.0   4.7     2    70  1068  1136  1067  1136 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MK102095.1           -           3899   6.4e-29   92.7   0.0   1   1   3.1e-29   1.1e-28   91.9   0.0     1   472  2684  3159  2684  3175 0.79 -
NS2_Pestivirus_i=57_n=3      -            456 MK102095.1           -           3899   1.8e-26   85.0   0.3   1   1   4.8e-27   1.8e-26   85.0   0.3   221   456  1350  1589  1327  1589 0.82 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MK102095.1           -           3899   8.1e-22   69.4   0.2   1   1   4.3e-22   1.6e-21   68.5   0.2   110   474  1724  2104  1708  2125 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 MK102095.1           -           3899   3.5e-20   64.0   0.0   1   1   1.5e-20   5.6e-20   63.4   0.0    61   399  3364  3706  3337  3719 0.76 -
RdRp_Pegivirus_i=19_n=21     -            569 MK102095.1           -           3899   3.8e-16   50.6   0.0   1   1   1.8e-16   6.6e-16   49.8   0.0    43   411  3347  3746  3334  3760 0.73 -
RdRp_Orthoflavivirus_0_57    -            903 MK102095.1           -           3899   4.1e-09   27.1   1.5   1   1   1.3e-08   4.6e-08   23.6   0.1   534   797  3523  3760  3507  3766 0.82 -
NS5A_Pestivirus_i=61_n=2     -            220 MK102095.1           -           3899   2.1e-06   19.6   0.2   1   1   3.5e-06   1.3e-05   17.1   0.2    27   216  2710  2894  2685  2897 0.79 -
NS3_Pestivirus_i=20_n=21     -            683 MH231124.1           -           4020         0 1366.6   0.4   1   1         0         0 1366.2   0.4     1   683  1709  2391  1709  2391 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MH231124.1           -           4020         0 1301.1   0.0   1   1         0         0 1300.7   0.0     1   714  3300  4014  3300  4017 0.99 -
NS5A_Pestivirus_i=36_n=16    -            498 MH231124.1           -           4020  7.8e-245  805.3   0.0   1   1    3e-245  1.1e-244  804.8   0.0     1   498  2803  3299  2803  3299 1.00 -
NS2_Pestivirus_i=35_n=16     -            454 MH231124.1           -           4020  1.1e-215  708.5   8.1   1   2  6.7e-188  2.3e-187  615.2   3.7     4   403  1138  1536  1135  1554 0.97 -
NS2_Pestivirus_i=35_n=16     -            454 MH231124.1           -           4020  1.1e-215  708.5   8.1   2   2   4.2e-30   1.5e-29   95.1   0.1   401   454  1655  1708  1651  1708 0.96 -
NS4B_Pestivirus_i=23_n=21    -            347 MH231124.1           -           4020  5.4e-188  616.4   3.0   1   1  2.1e-188  7.2e-188  616.0   2.2     3   347  2458  2802  2456  2802 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MH231124.1           -           4020  1.6e-168  553.1   3.1   1   1    8e-169  2.8e-168  552.3   3.1     3   373   695  1063   694  1064 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MH231124.1           -           4020  6.2e-121  394.5   3.4   1   1  3.3e-121  1.2e-120  393.6   3.4     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MH231124.1           -           4020   2.8e-96  313.3   0.3   1   1   1.6e-96   5.5e-96  312.4   0.3     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MH231124.1           -           4020   4.4e-87  282.3   0.3   1   1   2.3e-87   8.2e-87  281.4   0.3     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MH231124.1           -           4020     7e-48  153.1   6.4   1   1   4.3e-48   1.5e-47  152.1   6.4     5    99   174   268   167   270 0.93 -
Jiv90                        PF14901.12    90 MH231124.1           -           4020   4.9e-39  124.9   0.4   1   1   3.5e-39   1.2e-38  123.6   0.4     1    89  1542  1630  1542  1631 0.98 Cleavage inducing molecular chaperone
NS3_Pegivirus_i=21_n=21      -            629 MH231124.1           -           4020   9.5e-39  125.3   3.1   1   1   4.3e-39   1.5e-38  124.6   3.1    99   483  1827  2231  1767  2236 0.77 -
NS3_Hepacivirus_i=11_n=26    -            627 MH231124.1           -           4020   3.2e-36  116.9   4.3   1   1   1.4e-36     5e-36  116.3   4.3    47   482  1767  2232  1753  2239 0.76 -
NS4A_Pestivirus_i=29_n=21    -             64 MH231124.1           -           4020   2.2e-34  109.7   0.0   1   1   1.5e-34   5.3e-34  108.4   0.0     1    64  2392  2455  2392  2455 0.98 -
p7_Pestivirus_i=38_n=16      -             70 MH231124.1           -           4020   3.4e-32  102.4   4.9   1   1   2.7e-32   9.6e-32  101.0   4.9     3    70  1067  1134  1065  1134 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MH231124.1           -           4020   6.9e-31   99.2   0.0   1   1   4.2e-31   1.5e-30   98.2   0.0     1   472  2803  3279  2803  3289 0.79 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MH231124.1           -           4020     1e-22   72.3   0.1   1   1   5.4e-23   1.9e-22   71.5   0.1   110   475  1843  2224  1763  2247 0.76 -
NS2_Pestivirus_i=57_n=3      -            456 MH231124.1           -           4020   1.7e-20   65.3  18.7   1   2   4.4e-17   1.5e-16   52.3   0.7   204   390  1334  1523  1285  1534 0.77 -
NS2_Pestivirus_i=57_n=3      -            456 MH231124.1           -           4020   1.7e-20   65.3  18.7   2   2     6e-08   2.1e-07   22.1   0.1   420   456  1672  1708  1660  1708 0.91 -
RdRp_Hepacivirus_i=10_n=26   -            594 MH231124.1           -           4020   1.7e-20   65.1   0.0   1   1   9.1e-21   3.2e-20   64.2   0.0   107   400  3527  3828  3435  3840 0.82 -
RdRp_Pegivirus_i=19_n=21     -            569 MH231124.1           -           4020   2.2e-14   44.8   0.0   1   1     1e-14   3.6e-14   44.1   0.0   113   412  3535  3868  3456  3879 0.72 -
NS5A_Pestivirus_i=61_n=2     -            220 MH231124.1           -           4020   3.4e-09   28.8   0.0   1   1   2.1e-09   7.2e-09   27.7   0.0    29   216  2831  3013  2805  3016 0.84 -
RdRp_Orthoflavivirus_0_57    -            903 MH231124.1           -           4020   5.4e-07   20.1   0.1   1   1   5.7e-06     2e-05   14.9   0.1   534   786  3643  3871  3625  3884 0.76 -
NS3_Pestivirus_i=20_n=21     -            683 MH231127.1           -           4029         0 1334.6   0.3   1   1         0         0 1334.2   0.3     1   683  1719  2401  1719  2401 0.99 -
RdRp_Pestivirus_i=18_n=21    -            717 MH231127.1           -           4029         0 1318.6   0.2   1   1         0         0 1318.1   0.2     1   714  3310  4023  3310  4026 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MH231127.1           -           4029    2e-250  823.7   0.0   1   1  7.9e-251  2.8e-250  823.2   0.0     1   498  2813  3309  2813  3309 1.00 -
NS2_Pestivirus_i=35_n=16     -            454 MH231127.1           -           4029  9.1e-218  715.4   8.6   1   2  7.3e-189  2.5e-188  618.4   7.4     4   400  1138  1534  1135  1546 0.98 -
NS2_Pestivirus_i=35_n=16     -            454 MH231127.1           -           4029  9.1e-218  715.4   8.6   2   2   2.6e-30     9e-30   95.8   0.0   397   454  1662  1718  1644  1718 0.89 -
NS4B_Pestivirus_i=23_n=21    -            347 MH231127.1           -           4029  2.1e-189  621.0   4.4   1   1  6.7e-190  2.3e-189  620.9   2.9     3   347  2468  2812  2466  2812 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MH231127.1           -           4029  1.9e-170  559.4   1.5   1   1  1.1e-170    4e-170  558.4   1.5     3   373   695  1063   694  1064 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MH231127.1           -           4029  2.2e-121  395.9   4.9   1   1  1.3e-121  4.6e-121  394.9   4.9     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MH231127.1           -           4029   8.1e-97  315.1   0.3   1   1   4.5e-97   1.6e-96  314.2   0.3     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MH231127.1           -           4029   4.7e-87  282.2   0.1   1   1   2.6e-87     9e-87  281.2   0.1     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MH231127.1           -           4029   1.6e-48  155.2   5.8   1   1   1.1e-48   3.7e-48  154.0   5.8     4   100   170   269   167   270 0.92 -
Jiv90                        PF14901.12    90 MH231127.1           -           4029   2.2e-39  125.9   0.6   1   1   1.6e-39   5.5e-39  124.7   0.6     1    89  1533  1621  1533  1622 0.98 Cleavage inducing molecular chaperone
NS3_Pegivirus_i=21_n=21      -            629 MH231127.1           -           4029     2e-38  124.2   2.3   1   1   9.1e-39   3.2e-38  123.5   2.3    99   482  1837  2240  1779  2245 0.78 -
NS3_Hepacivirus_i=11_n=26    -            627 MH231127.1           -           4029   1.1e-36  118.5   4.0   1   1   4.9e-37   1.7e-36  117.8   4.0    46   482  1776  2242  1764  2249 0.76 -
NS4A_Pestivirus_i=29_n=21    -             64 MH231127.1           -           4029   2.3e-34  109.6   0.0   1   1   1.5e-34   5.3e-34  108.4   0.0     1    64  2402  2465  2402  2465 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MH231127.1           -           4029     2e-33  107.6   0.0   1   1   1.1e-33   3.8e-33  106.7   0.0     1   474  2813  3291  2813  3306 0.81 -
p7_Pestivirus_i=38_n=16      -             70 MH231127.1           -           4029   5.3e-33  105.0   6.2   1   1   5.8e-33     2e-32  103.1   6.2     3    70  1067  1134  1065  1134 0.98 -
