Accession,GenBank_RefSeq,Assembly,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Collection_Date,Release_Date,Molecule_type
LC881443,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA119733/2023,11826,partial,"Japan:Yamaguchi,Suo-oshima",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-06,2025-07-24,ssRNA(+)
LC881444,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA125118/2023,11826,partial,"Japan:Yamaguchi,Hofu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-23,2025-07-24,ssRNA(+)
LC881445,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YA114864/2022,11826,partial,"Japan:Yamaguchi,Hikari",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-12-09,2025-07-24,ssRNA(+)
LC881446,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79222/2021,11826,partial,"Japan:Wakayama,Susami",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-06-29,2025-07-24,ssRNA(+)
LC881447,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79294/2021,11826,partial,"Japan:Wakayama,Hidaka",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-16,2025-07-24,ssRNA(+)
LC881448,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79321/2021,11826,partial,"Japan:Wakayama,Tanabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-11,2025-07-24,ssRNA(+)
LC881449,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79335/2021,11826,partial,"Japan:Wakayama,Tanabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-25,2025-07-24,ssRNA(+)
LC881450,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79348/2021,11826,partial,"Japan:Wakayama,Tanabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-10,2025-07-24,ssRNA(+)
LC881451,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79349/2021,11826,partial,"Japan:Wakayama,Tanabe",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-10,2025-07-24,ssRNA(+)
LC881452,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_WA79415/2022,11826,partial,"Japan:Wakayama,Gobo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-14,2025-07-24,ssRNA(+)
LC881453,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB62974/2021,11826,partial,"Japan:Ibaraki,Takahagi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-10-11,2025-07-24,ssRNA(+)
LC881454,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB63053/2021,11826,partial,"Japan:Ibaraki,Daigo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-01,2025-07-24,ssRNA(+)
LC881455,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB63108/2021,11826,partial,"Japan:Ibaraki,Chikusei",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-09,2025-07-24,ssRNA(+)
LC881456,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB63233/2022,11826,partial,"Japan:Ibaraki,Hitachi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-11,2025-07-24,ssRNA(+)
LC881457,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB63235/2022,11826,partial,"Japan:Ibaraki,Hitachi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-01-11,2025-07-24,ssRNA(+)
LC881458,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116228/2022,11826,partial,"Japan:Iwate,Takizawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-24,2025-07-24,ssRNA(+)
LC881459,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116237/2022,11826,partial,"Japan:Iwate,Oshu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-10-31,2025-07-24,ssRNA(+)
LC881460,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116254/2022,11826,partial,"Japan:Iwate,Shizukuishi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-27,2025-07-24,ssRNA(+)
LC881461,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116255/2022,11826,partial,"Japan:Iwate,Shizukuishi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-28,2025-07-24,ssRNA(+)
LC881462,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT116257/2022,11826,partial,"Japan:Iwate,Shizukuishi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-11-29,2025-07-24,ssRNA(+)
LC881463,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IT119725/2023,11826,partial,"Japan:Iwate,Shizukuishi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-10,2025-07-24,ssRNA(+)
LC881464,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_AK116318/2023,11826,partial,"Japan:Akita,Higashinaruse",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2023-01-06,2025-07-24,ssRNA(+)
LC881465,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1629/2021,11826,partial,"Japan:Ibaraki,Shirosato",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-09-14,2025-07-24,ssRNA(+)
LC881466,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1677/2021,11826,partial,"Japan:Ibaraki,Takahagi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-10-11,2025-07-24,ssRNA(+)
LC881467,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1700/2021,11826,partial,"Japan:Ibaraki,Shirosato",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-10-18,2025-07-24,ssRNA(+)
LC881468,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1756/2021,11826,partial,"Japan:Ibaraki,Daigo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-01,2025-07-24,ssRNA(+)
LC881469,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1811/2021,11826,partial,"Japan:Ibaraki,Chikusei",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-11-09,2025-07-24,ssRNA(+)
LC881470,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB1881/2021,11826,partial,"Japan:Ibaraki,Tsukuba",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2021-12-07,2025-07-24,ssRNA(+)
LC881471,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS1177/2022,11826,partial,"Japan:Ishikawa,Anamizu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-09-27,2025-07-24,ssRNA(+)
LC881472,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI87495/2022,11826,partial,"Japan:Gifu,Ibigawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-09-27,2025-07-24,ssRNA(+)
LC881473,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB2034/2022,11826,partial,"Japan:Ibaraki,Shirosato",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-02-28,2025-07-24,ssRNA(+)
LC881474,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IB2296/2022,11826,partial,"Japan:Ibaraki,Shirosato",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2022-07-25,2025-07-24,ssRNA(+)
LC881475,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TM19/2019,11826,partial,"Japan:Toyama,Nanto",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-08-05,2025-07-24,ssRNA(+)
LC881476,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS93/2019,11826,partial,"Japan:Ishikawa,Hakusan",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-08-26,2025-07-24,ssRNA(+)
LC881477,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS94/2019,11826,partial,"Japan:Ishikawa,Hakusan",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-08-26,2025-07-24,ssRNA(+)
LC881478,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS215/2019,11826,partial,"Japan:Ishikawa,Kaga",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-11-20,2025-07-24,ssRNA(+)
LC881479,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS223/2019,11826,partial,"Japan:Ishikawa,Kanazawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-12-23,2025-07-24,ssRNA(+)
LC881480,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI1167/2019,11826,partial,"Japan:Gifu,Gujo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-05-09,2025-07-24,ssRNA(+)
LC881481,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI1487/2019,11826,partial,"Japan:Gifu,Motosu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-06-14,2025-07-24,ssRNA(+)
LC881482,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI1570/2019,11826,partial,"Japan:Gifu,Gujo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-06-23,2025-07-24,ssRNA(+)
LC881483,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI1599/2019,11826,partial,"Japan:Gifu,Gujo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-06-25,2025-07-24,ssRNA(+)
LC881484,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI1674/2019,11826,partial,"Japan:Gifu,Gujo",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-07-08,2025-07-24,ssRNA(+)
LC881485,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI2040/2019,11826,partial,"Japan:Gifu,Takayama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-08-13,2025-07-24,ssRNA(+)
LC881486,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_GI2982/2019,11826,partial,"Japan:Gifu,Ena",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-11-26,2025-07-24,ssRNA(+)
LC881487,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SZ386/2019,11826,partial,"Japan:Shizuoka,Fujieda",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-10-17,2025-07-24,ssRNA(+)
LC881488,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI76/2019,11826,partial,"Japan:Shiga,Nagahama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-10-23,2025-07-24,ssRNA(+)
LC881489,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_SI335/2019,11826,partial,"Japan:Shiga,Maibara",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2019-12-05,2025-07-24,ssRNA(+)
LC881490,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS49/2020,11826,partial,"Japan:Fukushima,Aizuwakamatsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-17,2025-07-24,ssRNA(+)
LC881491,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_FS83/2020,11826,partial,"Japan:Fukushima,Sukagawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-12-07,2025-07-24,ssRNA(+)
LC881492,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TM235/2020,11826,partial,"Japan:Toyama,Kamiichi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-02-22,2025-07-24,ssRNA(+)
LC881493,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_TM288/2020,11826,partial,"Japan:Toyama,Imizu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-05-26,2025-07-24,ssRNA(+)
LC881494,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS233/2020,11826,partial,"Japan:Ishikawa,Hakusan",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-27,2025-07-24,ssRNA(+)
LC881495,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS242/2020,11826,partial,"Japan:Ishikawa,Kaga",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-02-19,2025-07-24,ssRNA(+)
LC881496,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_IS246/2020,11826,partial,"Japan:Ishikawa,Kaga",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-02-25,2025-07-24,ssRNA(+)
LC881497,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YN139/2020,11826,partial,"Japan:Yamanashi,Yamanashi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-02,2025-07-24,ssRNA(+)
LC881498,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YN180/2020,11826,partial,"Japan:Yamanashi,Otsuki",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-07-06,2025-07-24,ssRNA(+)
LC881499,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YN214/2020,11826,partial,"Japan:Yamanashi,Hokuto",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-12,2025-07-24,ssRNA(+)
LC881500,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_YN224/2020,11826,partial,"Japan:Yamanashi,Minobu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-26,2025-07-24,ssRNA(+)
LC881501,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA558/2020,11826,partial,"Japan:Nagano,Ina",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-06,2025-07-24,ssRNA(+)
LC881502,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA574/2020,11826,partial,"Japan:Nagano,Tatsuno",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-15,2025-07-24,ssRNA(+)
LC881503,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA585/2020,11826,partial,"Japan:Nagano,Kiso",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-22,2025-07-24,ssRNA(+)
LC881504,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA595/2020,11826,partial,"Japan:Nagano,Agematsu",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-27,2025-07-24,ssRNA(+)
LC881505,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA601/2020,11826,partial,"Japan:Nagano,Karuizawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-01-28,2025-07-24,ssRNA(+)
LC881506,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA662/2020,11826,partial,"Japan:Nagano,Karuizawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-05,2025-07-24,ssRNA(+)
LC881507,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA692/2020,11826,partial,"Japan:Nagano,Matsumoto",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-23,2025-07-24,ssRNA(+)
LC881508,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA693/2020,11826,partial,"Japan:Nagano,Omachi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-23,2025-07-24,ssRNA(+)
LC881509,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA698/2020,11826,partial,"Japan:Nagano,Karuizawa",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-03-24,2025-07-24,ssRNA(+)
LC881510,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA739/2020,11826,partial,"Japan:Nagano,Fujimi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-04-23,2025-07-24,ssRNA(+)
LC881511,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA784/2020,11826,partial,"Japan:Nagano,Miyata",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-06-08,2025-07-24,ssRNA(+)
LC881512,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA873/2020,11826,partial,"Japan:Nagano,Takayama",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-08-03,2025-07-24,ssRNA(+)
LC881513,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_NA941/2020,11826,partial,"Japan:Nagano,Yamanouchi",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-09-10,2025-07-24,ssRNA(+)
LC881514,GenBank,,Classical swine fever virus,Pestivirus suis,,CSFV/JPN/WB_ME3138/2020,11826,partial,"Japan:Mie,Iga",,Sus scrofa,,"Nishi,T., Fukai,K., Kato,T., Yamamoto,T.","Division of Transboundary Animal Disease; 6-20-1 Jyosuihoncho, Kodaira, Tokyo 187-0022",Japan,2020-11-02,2025-07-24,ssRNA(+)
